userID,itemID,rating,timestamp,service_name,service_sector,service_keyword
,138,,,যাত্রা ও সার্কাসের লাইসেন্স প্রদান,3,"যাত্রা, সার্কাসের, লাইসেন্স, প্রদান, Licensing, rides, circuses."
,1380,,,"মঠ, মন্দির, আশ্রম ও শ্মশানের তালিকাভুক্তকরণ",45,"মঠ, মন্দির, আশ্রম, মঠ, মন্দির, আশ্রম, ও, শ্মশান, তালিকাভুক্তকরণ, শ্মশানের তালিকাভুক্তকরণ, Listing of monasteries, temples, ashrams and crematoriums, মঠ, মন্দির, আশ্রম ও শ্মশানের তালিকাভুক্তকরণ"
,1383,,,"সেইফটি কমিটি (কলকারখানা ও প্রতিষ্ঠান পরিদর্শন অধিদপ্তর, জেলা কার্যালয়)",32,"সেইফটি কমিটি, Safety Committee, সেইফটি কমিটি (কলকারখানা ও প্রতিষ্ঠান পরিদর্শন অধিদপ্তর, জেলা কার্যালয়), Safety Committee (Department of Inspection for Factories and Establishments, District Office)"
,1385,,,অসচ্ছল হিন্দু ধর্মাবলম্বী ছাত্র-ছাত্রীদের বৃত্তি প্রদান,4,"অসচ্ছল হিন্দু ধর্মাবলম্বী ছাত্র-ছাত্রীদের বৃত্তি প্রদান, বৃত্তি প্রদান,
Providing scholarships to poor Hindu students"
,1386,,,অসচ্ছল হিন্দু ব্যক্তিদের আর্থিক সহায়তা প্রদান,4,"অসচ্ছল, হিন্দু, ব্যক্তিদের, আর্থিক, সহায়তা, প্রদান, Providing financial assistance to indigent Hindus, অসচ্ছল হিন্দু ব্যক্তিদের আর্থিক সহায়তা প্রদান, আর্থিক অনুদান, সহায়তা প্রদান"
,1389,,,তথ্য অধিকার আইনের আওতায় তথ্য প্রদান (কলকারখানা ও প্রতিষ্ঠান পরিদর্শন অধিদপ্তর),36,"কলকারখানা ও প্রতিষ্ঠান পরিদর্শন অধিদপ্তর, তথ্য প্রদান, তথ্য অধিকার আইনের আওতায়, তথ্য অধিকার, তথ্য, তথ্য অধিকার আইন, তথ্য প্রদান, তথ্য অধিকার আইনের আওতায় তথ্য প্রদান, কলকারখানা ও প্রতিষ্ঠান পরিদর্শন অধিদপ্তর, Right to Information Act, Providing information under the Right to Information Act (Department of Inspection for Factories and Establishments)"
,139,,,যাত্রা ও সার্কাসের লাইসেন্স নবায়ন,45,"যাত্রা, সার্কাসের, লাইসেন্স, নবায়ন, Renewal, Yatra, Circus, License"
,1392,,,হিফজ ও কিরআত প্রতিযোগিতার জন্য প্রার্থী নির্বাচন,27,"হিফজ ও কিরআত প্রতিযোগিতার জন্য প্রার্থী নির্বাচন, candidates for Hifz and Quran competitions,  হিফজ,  কিরআত, প্রতিযোগিতার,"
,1393,,,"খাদ্য, পণ্য ও ফার্মাসিউটিক্যালস সামগ্রী এর হালাল সনদ প্রদান",45,"Provide , halal , certification , food, , products , pharmaceuticals , খাদ্য, , পণ্য , ফারমাসিউটিক্যালস , সামগ্রী , এর , হালাল , সনদ , প্রদান , khaddo, , ponno , farmasiutikals , samogri , er , sonod , prodan"
,1396,,,"তথ্য অধিকার আইনের আওতায় তথ্য প্রদান (কলকারখানা ও প্রতিষ্ঠান পরিদর্শন অধিদপ্তর, জেলা কার্যালয়)",36,"তথ্য অধিকার আইনের আওতায়, আওতায় তথ্য প্রদান, তথ্য অধিকার, আইনের, আওতা, তথ্য, Providing information, Right to Information Act, তথ্য অধিকার আইনের আওতায় তথ্য প্রদান, Providing information under the Right to Information Act, কলকারখানা ও প্রতিষ্ঠান পরিদর্শন অধিদপ্তর"
,1399,,,"ক্রয়কৃত পন্য ও সেবার জন্য মূল্য পরিশোধ (প্রধান কার্যালয়, কলকারখানা ও প্রতিষ্ঠান পরিদর্শন অধিদপ্তর)",37,"Payment , purchased , goods , services , ক্রয়কৃত , পন্য , সেবার , মূল্য , পরিশোধ , kroyokrit , ponno , sebar , jonno , mullo , porishodh"
,14,,,বাড়ি রংকরণের জন্য আবেদন,10,"বাড়ি রংকরণের জন্য আবেদন, বাড়ি রংকরণের"
,140,,,স্ট‍্যাম্প ভেন্ডর লাইসেন্স নবায়ন,45,"স্ট‍্যাম্প ভেন্ডর লাইসেন্স নবায়ন, স্ট‍্যাম্প ভেন্ডর ,স্ট‍্যাম্প,  ভেন্ডর"
,1402,,,বিদেশী মিশনারীর M/FM ক্যাটাগরি ভিসা প্রদানের বিষয়ে মতামত/অনাপত্তি/আপত্তি প্রদান,55,"বিদেশী মিশনারী , ছাড়পত্র , বিদেশী মিশনারীর M/FM ক্যাটাগরি ভিসা প্রদানের বিষয়ে মতামত/অনাপত্তি/আপত্তি প্রদান , বিদেশী মিশনারী ,  M/FM ক্যাটাগরি , ভিসা প্রদান , মতামত , অনাপত্তি , আপত্তি প্রদান"
,1404,,,নিয়মিত ইমাম প্রশিক্ষণে অংশগ্রহনের জন্য আবেদন,13,"নিয়মিত ইমাম প্রশিক্ষণে অংশগ্রহনের জন্য আবেদন ,Application for participation in regular Imam Training."
,1406,,,মসজিদ পাঠাগার এর জন্য আবেদন,45,"মসজিদ পাঠাগার এর জন্য আবেদন , মসজিদ পাঠাগার , মসজিদ , পাঠাগার , Application for mosque library"
,1409,,,"ক্রয়কৃত পন্য ও সেবার জন্য মূল্য পরিশোধ (কলকারখানা ও প্রতিষ্ঠান পরিদর্শন অধিদপ্তর, জেলা কার্যালয়)",37,"Payment , purchased , goods , services , ক্রয়কৃত , পন্য , সেবার , মূল্য , পরিশোধ , kroyokrit , ponno , sebar , jonno , mullo , porishodh"
,141,,,সিনেমা হল/ সিনেমা প্রদর্শনী লাইসেন্স নবায়ন,45,সিনেমা হল/ সিনেমা প্রদর্শনী লাইসেন্স নবায়ন
,1412,,,বেকার তরুন-তরুণীদের কম্পিউটার প্রশিক্ষণ এর জন্য আবেদন,45,"বেকার তরুন-তরুণীদের কম্পিউটার প্রশিক্ষণ এর জন্য আবেদন , বেকার , তরুন , তরুণী , কম্পিউটার প্রশিক্ষণ , বেকার তরুন-তরুণী , Unemployed youth apply for computer training"
,1413,,,মোবাইল ফোনের মাধ্যমে ইসলামী তথ্য সেবা প্রদানের অনুমোদন,45,মোবাইল ফোনের মাধ্যমে ইসলামী তথ্য সেবা প্রদান
,1414,,,ট্রেড ইউনিয়ন রেজিস্ট্রেশন,45,"Trade, union, registration , ট্রেড, ইউনিয়ন, রেজিস্ট্রেশন, ট্রেড ইউনিয়ন রেজিস্ট্রেশন, প্রধান কার্যালয়, Trade Union Registration, Head Office , ট্রেড ইউনিয়ন রেজিস্ট্রেশন ( বাংলাদেশ শ্রমিক কল্যাণ ফাউন্ডেশন)"
,1417,,,৬৪ জেলায় শ্রেষ্ঠ ইমাম বাছাইয়ের জন্য আবেদন,45,"৬৪ জেলায় শ্রেষ্ঠ ইমাম বাছাইয়ের জন্য আবেদন ,  Application for selection of 64 District Best Imam ,  ৬৪ জেলা , শ্রেষ্ঠ ইমাম বাছাই ,"
,142,,,সিনেমা হল/ সিনেমা প্রদর্শনের লাইসেন্স প্রদান/প্রজেক্টর লাইসেন্স প্রদান/ অপারেটর লাইসেন্স প্রদান,45,"সিনেমা, হল, প্রদর্শন, লাইসেন্স, প্রজেক্টর, অপারেটর"
,1420,,,ট্রেড ইউনিয়ন রেজিস্ট্রেশন(বিভাগীয় শ্রম দপ্তর),45,"Trade Union Registration (Divisional Labor Department) , ট্রেড ইউনিয়ন রেজিস্ট্রেশন(বিভাগীয় শ্রম দপ্তর), ট্রেড, ইউনিয়ন, Trade, Union"
,1423,,,ই নথির আইডি তৈরীর জন্য তথ্য ফরম,19,"ই নথির আইডি তৈরীর জন্য তথ্য ফরম , Information form for creating document ID eNothi , ই নথি , আইডি , তথ্য ফরম"
,1426,,,ওয়েবসাইটে প্রোফাইল তৈরীর তথ্য ফরম,45,"ওয়েবসাইটে প্রোফাইল তৈরীর তথ্য ফরম , ওয়েবসাইট , প্রোফাইল , তথ্য ফরম , Website profile creation information form"
,1429,,,জাতীয় সংসদের প্রশ্নোত্তর সংগ্রহ ছক,36,"জাতীয় , সংসদের , প্রশ্নোত্তর , সংগ্রহ ছক , জাতীয় সংসদের প্রশ্নোত্তর সংগ্রহ ছক , Question and Answer Collection Table of the National Assembly"
,143,,,অধিগ্রহণকৃত সম্পত্তির ক্ষতিপূরণ প্রদান,1,"অধিগ্রহণকৃত, সম্পত্তির, ক্ষতিপূরণ, প্রদান, Payment, compensation, acquired, property"
,1432,,,অডিট  আপত্তির ব্রডশীট জবাব ,36,"অডিট  আপত্তির ব্রডশীট জবাব, Broadsheet response to audit objections"
,1434,,,প্রকল্প / কর্মসুচীর পরিদর্শন প্রতিবেদন তথ্য ফরম,51,"প্রকল্প / কর্মসুচীর পরিদর্শন , প্রকল্প / কর্মসুচীর পরিদর্শন প্রতিবেদন তথ্য ফরম ,  কর্মসুচীর পরিদর্শন , প্রতিবেদন , তথ্য ফরম , প্রকল্প পরিদর্শন , Project / Program Inspection Report Information Form"
,1435,,,ট্রেড ইউনিয়ন রেজিস্ট্রেশন (বিভাগীয় শ্রম দপ্তর),45,"Trade Union Registration (Divisional Labor Department) , ট্রেড ইউনিয়ন রেজিস্ট্রেশন(বিভাগীয় শ্রম দপ্তর), ট্রেড, ইউনিয়ন, Trade, Union"
,1437,,,মসজিদ ভিত্তিক শিশু ও গণশিক্ষা কার্যক্রম প্রকল্পের কেন্দ্র শিক্ষক হিসাবে নিয়োগ লাভের জন্য আবেদন,27,"Application for appointment as Center Teacher of Mosque Based Children and Mass Education Activities Project, মসজিদভিত্তিক শিশু ও গণশিক্ষা কার্যক্রম প্রকল্পের কেন্দ্র শিক্ষক হিসাবে নিয়োগ লাভের জন্য আবেদন,"
,144,,,অকৃষি খাসজমি দীর্ঘমেয়াদী বন্দোবস্ত প্রদান,1,"অকৃষি,  খাসজমি,  দীর্ঘমেয়াদী বন্দোবস্ত,  Non-agricultural Khashjami"
,1440,,,ট্রেড ইউনিয়ন রেজিস্ট্রেশন (আঞ্চলিক  শ্রম দপ্তর),45,"আঞ্চলিক  শ্রম দপ্তর, ইউনিয়ন রেজিস্ট্রেশন, ট্রেড ইউনিয়ন, Trade , Union , Registration , Regional , Labor , Department , ট্রেড, ইউনিয়ন, রেজিস্ট্রেশন, আঞ্চলিক, শ্রম, দপ্তর, tred, uniyon, rejigstreshon, ancholik, shrom, doptor"
,1443,,,মাসিক আইএমইডি প্রতিবেদন,19,"আইএমইডি প্রতিবেদন , মাসিক আইএমইডি প্রতিবেদন , মাসিক , আইএমইডি , Monthly IMED report"
,1446,,,শিল্পভিত্তিক ট্রেড ইউনিয়ন ফেডারেশন রেজিস্ট্রেশন ,32,"শিল্পভিত্তিক ট্রেড ইউনিয়ন ফেডারেশন রেজিস্ট্রেশন , Industry-based trade union federation registration , শিল্পভিত্তিক , ট্রেড , ইউনিয়ন , ফেডারেশন , industry-based , trade , union , federation"
,1449,,,যাকাতের অর্থে সেলাই প্রশিক্ষণ ও সেলাই মেশিন প্রাপ্তির জন্য আবেদন,4,"যাকাতের অর্থে সেলাই প্রশিক্ষণ ও সেলাই মেশিন প্রাপ্তি ,  যাকাতের অর্থে সেলাই প্রশিক্ষণ ও সেলাই মেশিন প্রাপ্তির জন্য আবেদন ,  যাকাতের অর্থ , সেলাই প্রশিক্ষণ , সেলাই মেশিন প্রাপ্তি , Application for sewing training and sewing machine for zakat"
,145,,,সরকারি খাসজমির সাথে ব্যাক্তিমালিকানাধীন জমির যৌথ সীমানা নির্ধারণ,1,সরকারী খাসজমির সাথে ব্যাক্তিমালিকানাধীন জমির যৌথ সীমানা নির্ধারণ
,1452,,,জাতীয় ভিত্তিক ট্রেড ইউনিয়ন ফেডারেশন রেজিস্ট্রেশন,32,"National based trade union federation registration , জাতীয় ভিত্তিক ট্রেড ইউনিয়ন ফেডারেশন রেজিস্ট্রেশন, National based trade, union, federation, জাতীয় ভিত্তিক, ট্রেড, ইউনিয়ন, ফেডারেশন"
,1454,,,লাইব্রেরিতে নতুন বই সংযোজনের জন্য আবেদনপত্র,36,"বই সংযোজনের , লাইব্রেরিতে নতুন বই সংযোজনের জন্য আবেদনপত্র , লাইব্রেরি , নতুন বই সংযোজন ,  Application form for adding new books to the library"
,1456,,,ধর্ম বিষয়ক মন্ত্রণালয় সংক্রান্ত ইনোভেটিভ আইডিয়া দাখিল,36," ইনোভেটিভ আইডিয়া দাখিল , ধর্ম বিষয়ক মন্ত্রণালয় সংক্রান্ত ইনোভেটিভ আইডিয়া দাখিল ,  ধর্ম বিষয়ক মন্ত্রণালয় , Submission of Innovative Ideas related to the Ministry of Religious Affairs"
,1459,,,সেবার মান/প্রাতিষ্ঠানিক উন্নয়ন সম্পর্কিত মতামত/পরামর্শ,36,"সেবার মান/প্রাতিষ্ঠানিক উন্নয়ন সম্পর্কিত মতামত/পরামর্শ , সেবা পরামর্শ , উন্নয়ন , সেবার মান , প্রাতিষ্ঠানিক উন্নয়ন , মতামত , পরামর্শ , Opinions / suggestions on service quality / institutional development"
,146,,,ডুপ্লিকেট আগ্নেয়াস্ত্র লাইসেন্স প্রদান (সাধারণ/বিশেষ প্রাধিকারভূক্ত),2,"ডুপ্লিকেট আগ্নেয়াস্ত্র লাইসেন্স,ডুপ্লিকেট আগ্নেয়াস্ত্র"
,1461,,,জাতীয় ভিত্তিক ট্রেড ইউনিয়ন কনফেডারেশন রেজিস্ট্রেশন প্রদান,32,"Provide national-based trade union confederation registration , জাতীয় ভিত্তিক ট্রেড ইউনিয়ন কনফেডারেশন রেজিস্ট্রেশন প্রদান, national-based, trade , confederation , union , জাতীয় ভিত্তিক, ট্রেড, ইউনিয়ন, কনফেডারেশন, রেজিস্ট্রেশন"
,1462,,,পিআরএল ও লাম্প গ্রান্ট মঞ্জুরির আবেদন,19,"লাম্প গ্রান্ট , পিআরএল ও লাম্প গ্রান্ট মঞ্জুরির আবেদন , পিআরএল  মঞ্জুরি , Application for approval of PRL and Lump Grant"
,1463,,,গঠনতন্ত্র সংশোধন,36,"Structure, correction , গঠন্তন্ত্র, সংশোধন, গঠনতন্ত্র সংশোধন (প্রধান কার্যালয়, শ্রম অধিদপ্তর), Constitution Amendment (Head Office, Department of Labour)"
,1465,,,ইমাম-মুয়াজ্জিন কল্যাণ ট্রাস্টের মাধ্যমে সুদমুক্ত ঋণ ও আর্থিক সহায়তা প্রাপ্তির জন্য আবেদন,4,"ইমাম মোয়াজ্জিন কল্যাণ ট্রাস্টের মাধ্যমে সুদমুক্ত ঋণ , ইমাম-মুয়াজ্জিন কল্যাণ ট্রাস্টের মাধ্যমে সুদমুক্ত ঋণ ও আর্থিক সহায়তা প্রাপ্তির জন্য আবেদন , ইমাম-মুয়াজ্জিন কল্যাণ ট্রাস্ট , সুদমুক্ত ঋণ ও আর্থিক সহায়তা প্রাপ্তি ,  সুদমুক্ত ঋণ , আর্থিক সহায়তা , Application for interest free loan and financial assistance through Imam Moazzin Welfare Trust"
,1467,,,গঠনতন্ত্র সংশোধন (আঞ্চলিক শ্রম দপ্তর),32,"গঠনতন্ত্র সংশোধন(আঞ্চলিক শ্রম দপ্তর) , Constitution Amendment (Regional Labour Office), Amendment, Constitution, Regional Labour office, আঞ্চলিক, শ্রম, গঠনতন্ত্র, সংশোধন, আঞ্চলিক শ্রম দপ্তর"
,1468,,,হেমিস (হায়ার এডুকেশন ম্যানেজমেন্ট ইনফরমেশন সিস্টেম)-এর মাধ্যমে উচ্চশিক্ষা সংক্রান্ত তথ্য,16,"ম্যানেজমেন্ট, হায়ার এডুকেশন, উচ্চশিক্ষা সংক্রান্ত তথ্য, হায়ার, এডুকেশন, ম্যানেজমেন্ট, ইনফরমেশন, উচ্চশিক্ষা, Higher, Education, Management, Information, হেমিস (হায়ার এডুকেশন ম্যানেজমেন্ট ইনফরমেশন সিস্টেম)-এর মাধ্যমে উচ্চশিক্ষা সংক্রান্ত তথ্য ,  Higher Education Information through Hemis (Higher Education Management Information System)"
,147,,,আগ্নেয়াস্ত্র লাইসেন্স ট্রান্সফার (বার্ধক্যজনিত কারণে/মৃত্যুজনিত কারণে),2,"আগ্নেয়াস্ত্র লাইসেন্স ট্রান্সফার (বার্ধক্যজনিত কারণে/মৃত্যুজনিত কারণে),আগ্নেয়াস্ত্র লাইসেন্স,আগ্নেয়াস্ত্র "
,1470,,,গঠনতন্ত্র সংশোধন (বিভাগীয় শ্রম দপ্তর),32,"Constitution Amendment (Divisional Labor Department) , গঠনতন্ত্র সংশোধন (বিভাগীয় শ্রম দপ্তর), Constitution, Amendment, Divisional Labor, গঠনতন্ত্র, সংশোধন, বিভাগীয়, শ্রম, গঠনতন্ত্র সংশোধন, গঠনতন্ত্র সংশোধন"
,1473,,,"ট্রেড ইউনিয়ন সংশ্লিষ্ট বিভিন্ন  দলিলের সত্যায়িত কপি প্রদান (প্রধান কার্যালয়, শ্রম অধিদপ্তর)",32,"Provide attested copy of various trade union related documents (Department of Labour) , ট্রেড ইউনিয়ন সংশ্লিষ্ট বিভিন্ন  দলিলের সত্যায়িত কপি প্রদান (শ্রম অধিদপ্তর) , attested, copy, various, trade , union, related, documents , ট্রেড , ইউনিয়ন , সংশ্লিষ্ট , বিভিন্ন ,  দলিলের , সত্যায়িত , কপি , ট্রেড ইউনিয়ন সংশ্লিষ্ট বিভিন্ন দলিলের সত্যায়িত কপি প্রদান (প্রধান কার্যালয়, শ্রম অধিদপ্তর) , শ্রম , অধিদপ্তর , ট্রেড , ইউনিয়ন , "
,1475,,,ইউজিসি স্বর্ণপদক,16,"ইউজিসি, স্বর্ণপদক, Awarding, UGC, Gold, Medal, ইউজিসি স্বর্ণপদক, Awarding UGC Gold Medal and other honors"
,1477,,,ট্রেড ইউনিয়ন সংশ্লিষ্ট বিভিন্ন  দলিলের সত্যায়িত কপি প্রদান (আঞ্চলিক শ্রম দপ্তর),45,"ট্রেড ইউনিয়ন সংশ্লিষ্ট বিভিন্ন  দলিলের সত্যায়িত কপি প্রদান(আঞ্চলিক শ্রম দপ্তর) , Provide attested copy of various trade union related documents (Regional Labour Office), various, trade , union, ট্রেড ইউনিয়ন, দলিলের, সত্যায়িত কপি, ট্রেড ইউনিয়ন সংশ্লিষ্ট বিভিন্ন দলিলের সত্যায়িত কপি প্রদান(আঞ্চলিক শ্রম দপ্তর), ট্রেড, ইউনিয়ন, সংশ্লিষ্ট, দলিল, সত্যায়িত"
,148,,,লিজ/ইজারার আবেদনের সাথে দাখিলকৃত ব্যাংক ড্রাফট ফেরত প্রদান,1,লিজ/ ইজারার আবেদনের সাথে দাখিলকৃত ব্যাংক ড্রাফট ফেরত প্রদান
,1480,,,ট্রেড ইউনিয়ন সংশ্লিষ্ট বিভিন্ন  দলিলের সত্যায়িত কপি প্রদান (বিভাগীয় শ্রম দপ্তর),45,"Provide attested copy of various trade union related documents (Divisional Labor Department) , ট্রেড ইউনিয়ন সংশ্লিষ্ট বিভিন্ন  দলিলের সত্যায়িত কপি প্রদান(বিভাগীয় শ্রম দপ্তর) , ট্রেড ইউনিয়ন সংশ্লিষ্ট বিভিন্ন দলিলের সত্যায়িত কপি প্রদান(বিভাগীয় শ্রম দপ্তর) , ট্রেড , ইউনিয়ন , ট্রেড ইউনিয়ন ,  দলিল , সত্যায়িত , শ্রম , দপ্তর   "
,1483,,,"ট্রেড ইউনিয়নের কার্যকরী কমিটির নির্বাচন তত্বাবধান (প্রধান কার্যালয়, শ্রম অধিদপ্তর)",32,"Oversee the election of the executive committee of the trade union , ট্রেড ইউনিয়নের কার্যকরী কমিটির নির্বাচন তত্বাবধান , ট্রেড ইউনিয়নের কার্যকরী কমিটির নির্বাচন তত্বাবধান(শ্রম অধিদপ্তর) , Supervision of the election of the Executive Committee of the Trade Union (Department of Labour)"
,1486,,,প্রাইভেট ইউনিভার্সিটি একাডেমিক প্রোগ্রাম অনুমোদনের জন্য অনলাইন আবেদন,16,"প্রাইভেট ইউনিভার্সিটি, একাডেমিক প্রোগ্রাম, প্রোগ্রাম অনুমোদন, অনলাইন আবেদন, ইউনিভার্সিটি, একাডেমিক, প্রোগ্রাম, University, Academic, Program, Approval, প্রাইভেট ইউনিভার্সিটি একাডেমিক প্রোগ্রাম অনুমোদন সিস্টেম , প্রাইভেট ইউনিভার্সিটি , Private University Academic Program Approval System"
,1489,,,ট্রেড ইউনিয়নের কার্যকরী কমিটির নির্বাচন তত্বাবধান(আঞ্চলিক শ্রম দপ্তর),32,"ট্রেড ইউনিয়নের কার্যকরী কমিটির নির্বাচন তত্বাবধান(আঞ্চলিক শ্রম দপ্তর) , ট্রেড ইউনিয়নের, কার্যকরী,  কমিটি, নির্বাচন, Supervision of election of trade union executive committee (Regional Labour Office ), executive committee, trade union"
,149,,,Various appeals of brave freedom fighters,3,Various appeals of brave freedom fighters
,1490,,,দরপত্র জামানত ফেরত,36,"দরপত্র , জামানত , ফেরত , Tender , Return , Security , দরপত্র জামানত ফেরত , Tender Return of Security"
,1493,,,নায়েম নিউজ লেটার ও জার্নাল,16," নিউজ , লেটার , জার্নাল , প্রকাশ, Publication , NAEM ,  News , Letter , Journals , নায়েম নিউজ লেটার ও জার্নাল , NAEM  News Letters and Journals"
,1496,,,ট্রেড ইউনিয়নের কার্যকরী কমিটির নির্বাচন তত্বাবধান (বিভাগীয় শ্রম দপ্তর),32,"Supervision of Election of Executive Committee of Trade Unions , Trade Unions,  Executive Committee , Supervision of Election,  ট্রেড ইউনিয়নের কার্যকরী কমিটির নির্বাচন, তত্বাবধান, বিভাগীয়, ট্রেড ইউনিয়ন, কার্যকরী কমিটি, ট্রেড ইউনিয়নের কার্যকরী,"
,1499,,,"ইবতেদায়ি, মাধ্যমিক, দাখিল, কারিগরি ও ভোকেশনাল স্তরের (বাংলা ও ইংরেজি ভার্সন) পাঠ্যপুস্তক বিতরণ",16,"ইবতেদায়ি , মাধ্যমিক, দাখিল, কারিগরি, ভোকেশনাল, বাংলা, ইংরেজি, পাঠ্যপুস্তক, Ibtadite , Secondary , Dakhil , Technical , Vocational , Textbooks , ইবতেদায়ি, মাধ্যমিক, দাখিল, কারিগরি ও ভোকেশনাল স্তরের (বাংলা ও ইংরেজি ভার্সন) পাঠ্যপুস্তক বিতরণ , Distribution of Ibtadie, Secondary, Dakhil, Technical & Vocational Level (Bengali and English Versions) Textbooks"
,15,,,বাড়ির বৈদ্যুতিক ব্যবস্থা সচল রাখার জন্য আবেদন,10,"কর্মকর্তা সেবা, বাড়ির বৈদ্যুতিক ব্যবস্থা সচল রাখার জন্য আবেদন"
,150,,,শিক্ষা প্রতিষ্ঠানের নির্বাচনে প্রিজাইডিং অফিসার নিয়োগ,12,"শিক্ষা প্রতিষ্ঠান, নির্বাচন, প্রিজাইডিং অফিসার, নিয়োগ, মনোনয়ন, Nominating, presiding officer, election "
,1502,,,যৌথ দরকষাকষি প্রতিনিধি (সিবিএ) নির্ধারণ ও ঘোষণা,36,"Collective  Bargaining Agent (CBA ) Determination and Announcement , Collective  Bargaining Agent, Determination, Announcement, যৌথ দরকষাকষি প্রতিনিধি (সিবিএ) নির্ধারণ ও ঘোষণা , যৌথ দরকষাকষি প্রতিনিধি, নির্ধারণ, ঘোষণা, Joint Bargaining Representative (CBA) Determination and Announcement (Department of Labour)"
,1504,,,যৌথ দরকষাকষি প্রতিনিধি (সিবিএ) নির্ধারণ ও ঘোষণা (আঞ্চলিক শ্রম দপ্তর),19,"Determination and announcement of Collective Bargaining Agent (CBA) (Regional Labour Office) , Determination and announcement,  Collective, Bargaining, Agent, যৌথ দরকষাকষি প্রতিনিধি (সিবিএ) নির্ধারণ ও ঘোষণা (আঞ্চলিক শ্রম দপ্তর), যৌথ, দরকষাকষি, প্রতিনিধি"
,1507,,,বেসরকারীভাবে প্রকাশিত একাদশ-দ্বাদশ শ্রেণির পাঠ্যপুস্তকের অনুমোদন,16,"বেসরকারী, প্রকাশিত, একাদশ-দ্বাদশ, শ্রেণী, পাঠ্যপুস্তক, privately, published, textbooks, বেসরকারীভাবে প্রকাশিত, পাঠ্যপুস্তকের অনুমোদন"
,151,,,কৃষি খাসজমি বন্দোবস্ত প্রদান,1,"কৃষি, খাসজমি, বন্দোবস্ত, প্রদান, Providing, agricultural, land, settlement"
,1510,,,যৌথ দরকষাকষি প্রতিনিধি (সিবিএ) নির্ধারণ ও ঘোষণা (বিভাগীয় শ্রম দপ্তর),19,"Determination and Announcement of Joint Bargaining Representative (CBA) (Divisional Labor Department) , Determination and Announcement, Joint Bargaining Representative, cba,  যৌথ দরকষাকষি প্রতিনিধি (সিবিএ) নির্ধারণ ও ঘোষণা(বিভাগীয় শ্রম দপ্তর), যৌথ দরকষাকষি, নির্ধারণ, ঘোষণা"
,1512,,,তথ্য প্রদান (RTI),16,"তথ্য, প্রদান, Information, Provisioning, RTI, তথ্য প্রদান (RTI), Information Provisioning (RTI)"
,1513,,,অংশগ্রহণকারী কমিটি নির্বাচন তত্বাবধান ও প্রত্যয়নপত্র প্রদান (আঞ্চলিক শ্রম দপ্তর),32,"Participating committee election supervision and issuance of certificates , committee election, supervision, issuance, অংশগ্রহণকারী কমিটি নির্বাচন তত্বাবধান ও প্রত্যয়নপত্র প্রদান , অংশগ্রহণকারী, কমিটি, নির্বাচন, তত্বাবধান, প্রত্যয়নপত্র, প্রদান , অংশগ্রহণকারী, Participating Committee Selection Supervision and Issuance of Certificates (Regional Labour Office)"
,1516,,,সেমিনার ও ওয়ার্কশপে অংশগ্রহণ,41,"সেমিনার, ওয়ার্কশপ,  Seminars, Workshops, সেমিনার ও ওয়ার্কশপে অংশগ্রহণ, Participate in seminars and workshops, ওয়ার্কশপে অংশগ্রহণ, সেমিনার অংশগ্রহণ"
,1519,,,অংশগ্রহণকারী কমিটি নির্বাচন তত্বাবধান ও প্রত্যয়নপত্র প্রদান (বিভাগীয় শ্রম দপ্তর),32,"অংশগ্রহণকারী কমিটি নির্বাচন তত্বাবধান ও প্রত্যয়নপত্র প্রদান(বিভাগীয় শ্রম দপ্তর) , অংশগ্রহণকারী, কমিটি, নির্বাচন, তত্বাবধান, প্রত্যয়নপত্র, প্রদান Participating Committee Selection Supervision and Issuance of Certificates (Divisional Labor Department), Participating, Committee, Selection, Supervision, Issuance, Certificates"
,152,,,চান্দিনা ভিটি বন্দোবস্ত (লিজ) প্রদান,1,"চান্দিনা, ভিটি, লিজ, প্রদান, Grant, Chandina, Settlement,  (Lease)."
,1522,,,"শিল্পবিরোধ নিষ্পত্তিকরণ (প্রধান কার্যালয়, শ্রম অধিদপ্তর)",55,"শিল্পবিরোধ নিষ্পত্তিকরণ , Dispute resolution , Dispute Resolution (Department of Labor) , শিল্পবিরোধ নিষ্পত্তিকরণ(শ্রম অধিদপ্তর)"
,1523,,,গেস্টহাউস (অতিথিশালা) ব্যবহারের আবেদন,19,"গেস্টহাউস, অতিথিশালা, আবেদন, Guesthouse Application, গেস্টহাউস (অতিথিশালা) ব্যবহারের আবেদন, Application for use of guesthouse, গেস্টহাউস ব্যবহারের আবেদন, অতিথিশালা ব্যবহারের আবেদন"
,1524,,,মিলনায়তন ব্যবহার,36,"মিলনায়তন, ব্যবহার, Auditorium, মিলনায়তন ব্যবহার, Auditorium usage"
,1526,,,শিল্পবিরোধ নিষ্পত্তিকরণ (আঞ্চলিক শ্রম দপ্তর),32,"শিল্পবিরোধ নিষ্পত্তিকরণ(আঞ্চলিক শ্রম দপ্তর) , Conflict Resolution (Regional Labour Office) , শিল্পবিরোধ , নিষ্পত্তিকরণ , Conflict , Resolution , শিল্পবিরোধ নিষ্পত্তিকরণ(আঞ্চলিক শ্রম দপ্তর) , শিল্পবিরোধ নিষ্পত্তিকরণ (আঞ্চলিক শ্রম দপ্তর) , শ্রম , দপ্তর"
