userID,itemID,rating,timestamp,name,description,name_en,is_external_service,external_service_link,created_at,update_on
1530,,2,2023-01-24 07:36:27,অনলাইনে ঠিকাদার তালিকাভূক্তি ,,Online Contractor Enrollment,0,,2022-10-09 00:00:00,2022-07-07 00:32:35
1532,,2,2023-01-24 07:37:32,সাইফার দলিলপত্র প্রস্তুতকরণ,,Preparation of cipher documents,0,,2022-10-09 00:00:00,2021-12-30 21:00:42
1535,,2,2023-01-17 06:32:46,ফেডারেশনের বার্ষিক আয় ব্যায়ের হিসাব নিরীক্ষা প্রতিবেদন গ্রহন ও প্রত্যায়ন পত্র প্রদান,,Receipt of annual income and expenditure audit report of the federation and issuance of certificate,0,,2022-10-09 00:00:00,2022-01-25 17:47:54
1536,,2,2023-01-17 06:33:08,"অসৎ শ্রম আচরণ/এন্টি ইউনিয়ন ডিসক্রিমিনেশন সম্পর্কিত অভিযোগ নিষ্পত্তি করণ (প্রধান কার্যালয়, শ্রম অধিদপ্তর)",,"Disposal of Complaints of Unfair Labour Practice / Anti-Union Discrimination (Head Office, Department of Labour)",0,,2022-10-09 00:00:00,2022-01-25 17:59:01
1537,,2,2024-08-09 17:39:51,তথ্য প্রাপ্তির আবেদন (প্রতিরক্ষা মন্ত্রণালয়),,Request for Information (Ministry of Defense),0,,2022-10-09 00:00:00,2021-12-30 21:02:03
1539,,2,2023-01-17 06:33:08,অসৎ শ্রম আচরণ/এন্টি ইউনিয়ন ডিসক্রিমিনেশন সম্পর্কিত অভিযোগ নিষ্পত্তি করণ (আঞ্চলিক শ্রম দপ্তর),,Disposal of Complaints of Unfair Labour Practice / Anti-Union Discrimination (Regional Labour Department),0,,2022-10-09 00:00:00,2022-07-30 23:50:14
1540,,2,2024-08-09 16:50:39,আবহাওয়া উপাত্ত (Meteorological Data) প্রাপ্তির জন্য আবেদন,,Application for obtaining Meteorological Data,0,,2022-10-09 00:00:00,2022-06-28 22:15:00
1542,,2,2024-08-09 17:39:58,অসৎ শ্রম আচরণ/এন্ট্রি ইউনিয়ন ডিসক্রিমিনেশন সম্পর্কিত অভিযোগ নিষ্পত্তি করণ (বিভাগীয়  শ্রম দপ্তর),,Disposal of Complaints of Misconduct / Entry Union Discrimination (Divisional Labor Department),0,,2022-10-09 00:00:00,2022-01-25 18:39:10
1544,,2,2024-08-09 17:40:13,সিসমিক তথ্য (Seismic Data) প্রাপ্তির জন্য আবেদন,,Application for Receiving Seismic Data,0,,2022-10-09 00:00:00,2021-12-30 21:10:54
1547,,2,2024-08-09 17:01:16,শতভাগ রপ্তানীমুখী পোশাক শিল্প সেক্টরে কর্মরত মহিলা শ্রমিকের মাতৃত্ব কল্যাণে আর্থিক অনুদান,,Maternal Welfare for 100% Export Oriented Garment Industry Women Workers,0,,2022-10-09 00:00:00,2022-06-15 21:47:10
1549,,2,2024-08-09 18:08:25,জ্যোতির্বিদ্যা সংক্রান্ত তথ্য (Astronomical Data) প্রাপ্তির জন্য আবেদন,,Application for Astronomical Data,0,,2022-10-09 00:00:00,2022-03-13 21:13:11
1552,,2,2023-01-17 06:33:40,"ট্রেড ইউনিয়নের বার্ষিক আয় ব্যায়ের হিসাব নিরিক্ষা প্রতিবেদন গ্রহন ও প্রত্যায়ন পত্র প্রদান (প্রধান কার্যালয়, শ্রম অধিদপ্তর)",,"Receipt of Annual Income and Expenditure Audit Report of Trade Union and Issuance of Certificate (Head Office, Department of Labour)",0,,2022-10-09 00:00:00,2022-01-25 18:52:00
1553,,2,2024-08-09 17:40:19,শতভাগ রপ্তানীমুখী পোশাক শিল্প সেক্টরে কর্মরত নিহত শ্রমিকের ওয়ারিশানদের অনুদান প্রদান (কেন্দ্রীয় তহবিল),,Provision of grants to heirs of slain workers working in 100% export oriented garment industry sector (Central Fund),0,,2022-10-09 00:00:00,2022-06-15 21:46:13
1556,,2,2024-08-09 16:43:52,কৃষি আবহাওয়া সম্পর্কিত তথ্য প্রাপ্তির আবেদন,,Application for information on agro-climatic conditions,0,,2022-10-09 00:00:00,2021-12-30 21:13:42
1559,,2,2024-08-09 16:43:58,"এমপিও সিটে শিক্ষকদের নাম, বয়স, পদবী, ইনডেক্স ও ব্যাংক হিসাব নম্বরের ভুল সংশোধন(কারিগরি শিক্ষা অধিদপ্তর)",,"Correction of names, age, designation, index and bank account number of teachers in MPO seat (Department of Technical Education)",0,,2022-10-09 00:00:00,2022-03-10 18:27:56
1562,,2,2024-08-09 17:40:26,উচ্চ বায়ু ডেটা (Upper Air Data) প্রাপ্তির জন্য আবেদন,,Application for Upper Air Data,0,,2022-10-09 00:00:00,2022-04-17 18:11:00
1564,,2,2023-01-17 06:33:39,ট্রেড ইউনিয়নের বার্ষিক আয় ব্যায়ের হিসাব নিরিক্ষা প্রতিবেদন গ্রহন ও প্রত্যায়ন পত্র প্রদান (আঞ্চলিক শ্রম দপ্তর),,Receipt of Annual Income and Expenditure Audit Report of Trade Union and Issuance of Certificate (Regional Labour Office),0,,2022-10-09 00:00:00,2022-06-29 21:42:29
1565,,2,2023-10-31 09:29:31,"এমপিও সিটে শিক্ষকদের নাম, বয়স, পদবী, ইনডেক্স ও ব্যাংক হিসাব নম্বরের ভুল সংশোধন(মাদ্রাসা শিক্ষা অধিদপ্তর)",,"Correction of name, age, title, index and bank account number of teachers in MPO seat (Madrasa Education Department)",0,,2022-10-09 00:00:00,2022-07-30 23:50:47
1568,,2,2024-08-09 18:08:32,ঘূর্ণিঝড় সংক্রান্ত তথ্য (Cyclone Information) প্রাপ্তির জন্য আবেদন,,Application for Cyclone Information,0,,2022-10-09 00:00:00,2021-12-30 21:01:43
1570,,2,2024-08-09 17:40:36,বেসরকারী শিক্ষা প্রতিষ্ঠানের পাঠদান নবায়ন (বাংলাদেশ কারিগরি শিক্ষা বোর্ড),,Renewal of Online Teaching (Board of Technical Education),0,,2022-10-09 00:00:00,2022-07-07 00:56:27
1571,,2,2023-01-17 06:33:38,ট্রেড ইউনিয়নের বার্ষিক আয় ব্যায়ের হিসাব নিরিক্ষা প্রতিবেদন গ্রহন ও প্রত্যায়ন পত্র প্রদান (বিভাগীয় শ্রম দপ্তর),,Receipt of Annual Income and Expenditure Audit Report of Trade Union and Issuance of Certificate (Divisional Labor Department),0,,2022-10-09 00:00:00,2022-01-25 19:06:01
1574,,2,2024-08-09 16:34:23,আবহাওয়ার পূর্বাভাস প্রাপ্তির জন্য আবেদন,,Application for obtaining weather information,0,,2022-10-09 00:00:00,2022-06-28 22:16:51
1575,,2,2023-01-24 07:38:13,মাছ চাষে আবহাওয়ার প্রভাব ও ব্যবস্থাপনার জন্য আবেদন (Aqua Culture),,Application for weather impact and management in fish farming (Aqua Culture),0,,2022-10-09 00:00:00,2021-12-30 21:01:55
1576,,2,2024-08-09 16:50:46,আবহাওয়া রিপোর্ট (Weather Report) প্রাপ্তির জন্য আবেদন,,Application for Weather Report,0,,2022-10-09 00:00:00,2022-03-13 21:17:26
1579,,2,2023-01-24 07:38:57,বিভিন্ন স্কেলের মানচিত্র ও কন্ট্রোল পয়েন্টের স্থানাঙ্ক সরবরাহ,,Provide maps of different scales and coordinates of control points,0,,2022-10-09 00:00:00,2021-12-30 21:02:23
1582,,2,2024-08-09 18:30:15,সমগ্র বাংলাদেশের আকাশ আলোকচিত্র হার্ডকপি ও সফটকপি সংরক্ষণ করা,,Preserve hardcopy and softcopy of sky photography of whole Bangladesh,0,,2022-10-09 00:00:00,2022-06-28 22:24:29
1585,,2,2024-08-09 16:50:52,"সমগ্র বাংলাদেশের ডিজিটাল এলিভেশন মডেল (DEM), ডিজিটাল সারফেস মডেল (DSM), অর্থোফটো, গড় সমুদ্র সমতল (MSL) প্রস্তুত ও সরবরাহ করা",,"Preparation and supply of Digital Elevation Model (DEM), Digital Surface Model (DSM), Orthophoto, Average Sea Level (MSL) throughout Bangladesh.",0,,2022-10-09 00:00:00,2022-07-27 23:07:11
1586,,2,2024-08-09 17:40:41,"জিওগ্রাফিক ইনফরমেশন সিস্টেম (Geographic Information System, GIS) এর ভিত্তি হিসেবে সমগ্র বাংলাদেশের টপোগ্রাফিক্যাল ডাটাবেইজ (Topographical Database) প্রস্তুত, রক্ষণাবেক্ষণ,  হালনাগাদ  ও সরবরাহ করা",,"Preparation, maintenance, updating and provision of Topographical Database of the whole of Bangladesh as the basis of Geographic Information System (GIS).",0,,2022-10-09 00:00:00,2022-06-28 22:28:54
1587,,2,2024-08-09 17:40:48,বেসরকারী শিক্ষা প্রতিষ্ঠানের একাডেমিক স্বীকৃতি নবায়ন (বাংলাদেশ কারিগরি শিক্ষা বোর্ড ),,Renewal of Academic Recognition Online (Bangladesh Madrasa Board of Education),0,,2022-10-09 00:00:00,2022-03-10 18:36:42
1588,,2,2024-08-12 09:04:12,ক্রয়কৃত পন্য ও সেবার জন্য মূল্য পরিশোধ (নিম্নতম মজুরী বোর্ড ),,Payment for goods and services purchased (Minimum Wages Board),0,,2022-10-09 00:00:00,2022-06-28 21:00:59
1590,,2,2024-08-09 17:01:25,তথ্য অধিকার আইনের আওতায় নাগরিককে তথ্য প্রদান (নিম্নতম মজুরী বোর্ড),,Providing information to citizens under the Right to Information Act (Minimum Wages Board),0,,2022-10-09 00:00:00,2022-03-10 22:31:20
1591,,2,2023-01-24 07:39:51,বেসরকারী শিক্ষা প্রতিষ্ঠানের একাডেমিক স্বীকৃতি নবায়ন (বাংলাদেশ মাদ্রাসা  শিক্ষা বোর্ড),,Renewal of Academic Recognition of Private Educational Institutions (Bangladesh Madrasa Board of Education),0,,2022-10-09 00:00:00,2021-12-09 23:56:53
1594,,2,2024-08-09 18:08:41,"টপোগ্রাফিক্যাল জরিপ কাজে নিয়োজিত বেসরকারি জরিপ কোম্পানী নিবন্ধণের মাধ্যমে কোম্পানীর কর্মদক্ষতা, উপযোগিতা পরীক্ষা করে মানসম্মত জরিপ কাজ নিশ্চিত করা",,To ensure quality survey work by registering the private survey company engaged in topographical survey work by checking the efficiency and usefulness of the company,0,,2022-10-09 00:00:00,2022-07-27 23:10:22
1596,,2,2024-08-09 16:51:00,মজুরি সংক্রান্ত তথ্য প্রদান  (নিম্নতম মজুরী বোর্ড),,Provide wage related information (Minimum Wages Board),0,,2022-10-09 00:00:00,2022-03-10 22:32:09
1598,,2,2025-02-18 06:42:15,শিক্ষা প্রতিষ্ঠানের ব্যবস্থাপনা কমিটি নির্বাচনে প্রিজাইডিং অফিসার নিয়োগের আবেদন,,Application for the appointment of presiding officer in the election of the management committee of the educational institution,0,,2022-10-09 00:00:00,2022-07-07 01:03:00
1601,,2,2024-08-10 16:33:53,অভিযোগ ও প্রতিকার ব্যবস্থা (নিম্নতম মজুরী বোর্ড),,Complaints and remedies (Minimum Wage Board),0,,2022-10-09 00:00:00,2022-07-30 23:31:15
1603,,2,2022-11-09 05:56:01,ক্রয়কৃত পন্য ও সেবার জন্য মূল্য পরিশোধ(শ্রম আপীল ট্রাইব্যুনাল),,Payment for goods and services purchased (Labor Appeal Tribunal),0,,2022-10-09 00:00:00,2022-07-27 23:11:50
1604,,2,2023-01-24 07:40:27,অনলাইনে দ্বি-নকল উত্তোলনের আবেদন,,Online binocular lifting application,0,,2022-10-09 00:00:00,2022-01-24 21:26:05
1607,,2,2022-11-09 05:57:35,তথ্য অধিকার আইনের আওতায় নাগরিককে তথ্য প্রদান(শ্রম আপীল ট্রাইব্যুনাল),,Providing information to citizens under the Right to Information Act (Labor Appeal Tribunal),0,,2022-10-09 00:00:00,
1610,,2,2023-01-24 07:41:22,জন্ম নিবন্ধন (ঢাকা ক্যান্টনমেন্ট বোর্ড),,Birth Registration (Dhaka Cantonment Board),0,,2022-10-09 00:00:00,2021-12-30 21:09:04
1612,,2,2024-09-05 05:52:39,ট্রেড ইউনিয়ন রেজিস্ট্রেশন (Trade Union Registration),,Trade Union Registration,0,,2022-10-09 00:00:00,2022-01-25 17:37:37
1614,,2,2023-01-24 07:42:18,পুরাতন টেবুলেশন আর্কাইভে যাচাই,,Verification in old tabulation archive,0,,2022-10-09 00:00:00,2022-01-24 21:25:08
1617,,2,2023-01-24 07:43:12,অনলাইন নাম/বয়স সংশোধনের জন্য আবেদন ,,Apply for online name / age correction,0,,2022-10-09 00:00:00,2022-01-24 21:25:48
1618,,2,2024-08-09 17:01:32,তথ্য অধিকার আইনের আওতায় নাগরিককে তথ্য প্রদান (বাংলাদেশ  শ্রমিক কল্যাণ ফাউন্ডেশন),,Providing information to citizens under the Right to Information Act (Bangladesh Labour Welfare Foundation),0,,2022-10-09 00:00:00,2022-06-28 21:03:00
1620,,2,2023-01-24 07:43:53,মৃত্যু নিবন্ধনকরণ (ঢাকা ক্যান্টনমেন্ট বোর্ড),,Death Registration (Dhaka Cantonment Board),0,,2022-10-09 00:00:00,2021-12-30 21:14:15
1623,,2,2024-08-09 17:41:09,কর্মরত অবস্থায় দুর্ঘটনা সকল শ্রমিক দৈহিক বা মানসিক স্থায়ী অক্ষম বা অসমর্থ হলে শ্রমিক আর্থিক অনুদান প্রদান (প্রাতিষ্ঠানিক শ্রমিকের ক্ষেত্রে),,Provide workers financial assistance if all workers are physically or mentally permanently disabled or incapable of an accident while working (in the case of institutional workers).,0,,2022-10-09 00:00:00,2022-03-10 22:42:31
1625,,2,2024-08-09 18:08:52,কর্মরত অবস্থায় দুর্ঘটনা সকল শ্রমিক দৈহিক বা মানসিক স্থায়ী অক্ষম বা অসমর্থ হলে শ্রমিক আর্থিক অনুদান প্রদান (অপ্রাতিষ্ঠানিক শ্রমিকের ক্ষেত্রে),,Provide financial assistance to workers if they are physically or mentally disabled or incapacitated in an accident while working (In case of informal workers),0,,2022-10-09 00:00:00,2022-06-28 21:04:34
1626,,2,2024-08-09 16:39:01,দুরারোগ্য ব্যাধির চিকিৎসার জন্য আর্থিক অনুদান (প্রাতিষ্ঠানিক শ্রমিকের ক্ষেত্রে),,Financial assistance for the treatment of incurable diseases (in the case of institutional workers),0,,2022-10-09 00:00:00,2022-03-13 15:39:28
1629,,2,2024-08-09 18:38:12,দুরারোগ্য ব্যাধির চিকিৎসার জন্য আর্থিক অনুদান (অপ্রাতিষ্ঠানিক শ্রমিকের ক্ষেত্রে),,Financial assistance for treatment of incurable diseases (in case of informal workers),0,,2022-10-09 00:00:00,2022-01-30 17:20:02
1630,,2,2024-08-09 17:32:22,শ্রমিকদের মেধাবী সন্তানদের উচ্চ শিক্ষায় আর্থিক অনুদান প্রদান,,Providing financial grants for higher education to meritorious children of workers,0,,2022-10-09 00:00:00,2022-03-13 15:40:40
1632,,2,2024-08-09 16:51:07,কর্মরত অবস্থায় দুর্ঘটনাজনিত কারণে কোন শ্রমিকের জরুরী চিকিৎসা ব্যয় নির্বাহের জন্য আর্থিক অনুদান প্রদান (প্রাতিষ্ঠানিক শ্রমিকের ক্ষেত্রে),,Provide financial assistance for meeting the emergency medical expenses of a worker due to an accident while working. (In case of institutional workers),0,,2022-10-09 00:00:00,2022-03-13 15:43:24
1635,,2,2023-01-24 07:44:58,নাগরিকত্ব সনদ / চারিত্রিক সনদপত্র,,Nationality Certificate / Certificate Character (Dhaka Cantonment Board),0,,2022-10-09 00:00:00,2021-12-30 21:07:53
1636,,2,2024-08-09 18:09:04,কর্মরত অবস্থায় দুর্ঘটনাজনিত কারণে কোন শ্রমিকের জরুরী চিকিৎসা ব্যয় নির্বাহের জন্য আর্থিক অনুদান প্রদান (অপ্রাতিষ্ঠানিক শ্রমিকের ক্ষেত্রে),,Provide financial assistance for meeting the emergency medical expenses of a worker due to an accident while working. (In case of informal workers),0,,2022-10-09 00:00:00,2022-06-28 19:46:20
1637,,2,2024-08-09 16:51:16,শ্রমিকের মৃতদেহ পরিবহন ও সৎকারের জন্য আর্থিক অনুদান প্রদান ,,Provide financial grants for transportation and burial of workers bodies,0,,2022-10-09 00:00:00,2022-07-30 23:43:11
1639,,2,2024-08-09 16:44:18,অপ্রাতিষ্ঠানিক খাতে কর্মরত মহিলা শ্রমিকের মাতৃত্ব কল্যাণে আর্থিক অনুদান প্রদান,,Provide financial assistance for maternity welfare of women workers working in the informal sector,0,,2022-10-09 00:00:00,2022-01-25 18:08:27
1642,,2,2024-08-09 18:09:13,দুর্ঘটনায় শ্রমিকের মৃত্যু ঘটলে পরিবারকে আর্থিক অনুদান প্রদান (প্রাতিষ্ঠানিক শ্রমিকের ক্ষেত্রে),,Provide financial assistance to the family in case of death of the worker in an accident (in case of institutional workers),0,,2022-10-09 00:00:00,2022-01-25 18:09:57
1644,,2,2024-08-09 17:41:19,দুর্ঘটনায় শ্রমিকের মৃত্যু ঘটলে পরিবারকে আর্থিক অনুদান প্রদান (অপ্রাতিষ্ঠানিক শ্রমিকের ক্ষেত্রে),,Providing financial assistance to the family in case of death of the worker in an accident (in case of unofficial workers),0,,2022-10-09 00:00:00,2022-01-25 18:11:24
1646,,2,2022-11-09 07:46:40,ক্রয়কৃত পন্য ও সেবার জন্য মূল্য পরিশোধ (কেন্দ্রীয় তহবিল),,Payment for goods and services purchased (Central Fund),0,,2022-10-09 00:00:00,2022-04-21 20:21:16
1649,,2,2022-11-09 07:41:12,তথ্য অধিকার আইনের আওতায় নাগরিককে তথ্য প্রদান (কেন্দ্রীয় তহবিল),,Providing information to citizens under the Right to Information Act (Central Fund),0,,2022-10-09 00:00:00,2022-01-30 18:41:34
1651,,2,2024-08-09 17:01:41,শতভাগ রপ্তানীমুখী পোশাক শিল্প সেক্টরে কর্মরত শ্রমিকের এসএসসি পরীক্ষায় জিপিয়ে ৪.৫ এবং তদূদ্ধ প্রাপ্ত মেধাবী সন্তানদের শিক্ষার আর্থিক অনুদান প্রদান (কেন্দ্রীয় তহবিল),,Provide financial assistance for the education of meritorious children who have obtained GPA 4.5 and above in SSC examination of workers working in 100% export oriented garment industry sector (Central fund),0,,2022-10-09 00:00:00,2022-06-15 21:00:00
1653,,2,2024-08-09 18:29:27,শতভাগ রপ্তানীমুখী পোশাক শিল্প সেক্টরে কর্মরত শ্রমিক ও তাদের পরিবারে চিকিৎসার  জন্য আর্থিক অনুদান প্রদান (কেন্দ্রীয় তহবিল),,Provision of financial assistance for medical treatment of workers and their families working in 100% export oriented garment industry sector (Central Fund),0,,2022-10-09 00:00:00,2022-06-15 21:40:11
1654,,2,2024-08-09 16:44:26,মাদ্রাসা শিক্ষকদের প্রশিক্ষণ সংক্রান্ত কার্যক্রম(বাংলাদেশ মাদ্রাসা শিক্ষক প্রশিক্ষণ ইনন্সটিটিউট),,Madrasa Teacher Training Activities (Bangladesh Madrasa Teacher Training Institute),0,,2022-10-09 00:00:00,2022-07-07 00:42:35
1656,,2,2023-01-24 07:45:39,"স্কুল ,কলেজ , মাদ্রাসা ও কারিগরি শিক্ষা প্রতিষ্ঠানের শিক্ষকদের আইসিটি বিষয়ে প্রশিক্ষণ  কোর্স (নেকটার)",,"ICT Training Course for Teachers of Schools, Colleges, Madrasas and Technical Educational Institutions (Nectar)",0,,2022-10-09 00:00:00,2021-12-09 23:57:39
1659,,2,2023-01-24 07:46:28,"অভ্যন্তরীন ও আন্তর্জাতিক শ্রমবাজার উপযোগী এবং মুক্ত পেশাজীবী সৃজনমূলক প্রশিক্ষণ কোর্স (দক্ষ মানবসম্পদে পরিণত করার লক্ষ্যে শিক্ষিত বেকার যুবক ও যুব মহিলাদেরকে কম্পিউটার ও আইসিটি বিষয়ে প্রশিক্ষণ প্রদান), নেকটার",,Domestic and International Labor Market Suitable and Free Professional Creative Training Courses,0,,2022-10-09 00:00:00,2022-01-24 21:25:37
1662,,2,2023-01-24 09:04:52,প্রশিক্ষণের সুযোগ বহির্ভূত জনগনকে ফান্ডামেন্টাল অব কম্পিউটার প্রশিক্ষণ কোর্সের মাধ্যমে প্রশিক্ষণ প্রদান (নেকটার),,Provide training to people outside the scope of training through the Fundamentals of Computer Training Course (Nector),0,,2022-10-09 00:00:00,2022-01-24 21:25:48
1665,,2,2023-01-24 09:05:39,গ্রন্থাগারে সদস্য হওয়ার জন্য আবেদন (নেকটার),, Library Membership Application (NACTER),0,,2022-10-09 00:00:00,2021-12-09 18:24:01
1666,,2,2023-01-24 09:06:22,উত্তরাধিকার সনদের জন্য আবেদন (ঢাকা ক্যান্টনমেন্ট বোর্ড),,Succession Certificate (Dhaka Cantonment Board),0,,2022-10-09 00:00:00,2021-12-30 21:13:43
1667,,2,2023-01-24 09:07:23,অবিবাহিত সনদপত্র (ঢাকা ক্যান্টনমেন্ট বোর্ড),,Unmarried Certificate (Dhaka Cantonment Board),0,,2022-10-09 00:00:00,2021-11-23 19:59:58
1668,,2,2023-01-24 09:08:02,পারিবারিক সনদপত্র (ঢাকা ক্যান্টনমেন্ট বোর্ড),,Family Certificate (Dhaka Cantonment Board),0,,2022-10-09 00:00:00,2021-12-30 21:14:47
1670,,2,2023-01-24 09:08:45,কবরস্থানে দাফনের প্রত্যয়ন (ঢাকা ক্যান্টনমেন্ট বোর্ড),,Burial Certificate (Dhaka Cantonment Board),0,,2022-10-09 00:00:00,2021-12-30 21:16:29
1672,,2,2023-01-24 09:09:23,ঠিকাদার তালিকাভুক্তি (ঢাকা ক্যান্টনমেন্ট বোর্ড),,Contractor Enlistment (Dhaka Cantonment Board),0,,2022-10-09 00:00:00,2021-12-30 21:20:28
1673,,2,2023-01-24 09:10:09,ডেভেলপার তালিকাভুক্তি (ঢাকা ক্যান্টনমেন্ট বোর্ড),,Developer Enlistment (Dhaka Cantonment Board),0,,2022-10-09 00:00:00,2021-12-30 21:03:44
1675,,2,2023-01-24 09:12:33,ট্রেড লাইসেন্স সনদের আবেদন (ঢাকা ক্যান্টনমেন্ট বোর্ড),,Application for trade license certificate (Dhaka Cantonment Board),0,,2022-10-09 00:00:00,2021-12-30 21:12:36
1677,,2,2023-01-24 09:15:50,রাস্তা কাটার অনুমতির আবেদন (ঢাকা ক্যান্টনমেন্ট বোর্ড),,Application for permission to cross the road (Dhaka Cantonment Board),0,,2022-10-09 00:00:00,2021-12-30 21:15:18
1679,,2,2024-08-09 18:05:29,বিদেশগামী ব্যক্তিদের শিক্ষা বোর্ড / বিশ্ববিদ্যালয় / স্কুল / কলেজ / মাদ্রাসা কর্তৃক প্রদত্ত সনদ সত্যায়নের জন্য আবেদন,,Application for attestation of certificate issued by Board of Education / University / School / College / Madrasa of persons going abroad,0,,2022-10-09 00:00:00,2022-06-15 23:18:14
1681,,2,2024-08-09 17:42:11,সাইক্লোন সংক্রান্ত তথ্য প্রাপ্তির আবেদন,,Application for cyclone information,0,,2022-10-09 00:00:00,2021-12-30 21:20:46
1683,,2,2024-08-09 18:41:02,পারিবারিক সনদসমূহ  ও বিবাহ সংক্রান্ত অন্যান্য দলিলাদি প্রত্যয়ন/ সত্যায়নের জন্য আবেদন,,Application for attestation of family certificates and  marriage related documents,0,,2022-10-09 00:00:00,2022-06-15 23:34:24
1685,,2,2024-03-04 06:33:36,তালাক সনদপত্র সত্যায়নের আবেদন,,Application for attestation of divorce certificate,0,,2022-10-09 00:00:00,2022-06-15 23:41:59
1688,,2,2024-08-09 17:42:19,কালবৈশাখী সংক্রান্ত তথ্য প্রাপ্তির আবেদন,,Application for information regarding Kalbaishakhi,0,,2022-10-09 00:00:00,2021-12-30 21:31:49
1691,,2,2024-03-04 06:17:37,জন্ম সনদ/মৃত্যু সনদ সত্যায়ন/প্রত্যয়ন জন্য আবেদন,,Application for attestation / certification of birth certificate / death certificate,0,,2022-10-09 00:00:00,2022-06-15 23:50:56
1694,,2,2024-12-22 16:17:53,অবিবাহিত সনদপত্র সত্যায়নের জন্য আবেদন,,Application for attestation of unmarried certificate,0,,2022-10-09 00:00:00,2022-06-15 23:57:27
1695,,2,2024-03-04 06:15:56,অভিভাবক সনদপত্র সত্যায়ন/প্রত্যয়ন জন্য আবেদন,,Application for attestation / certification of guardian certificate,0,,2022-10-09 00:00:00,2022-06-15 23:58:41
1698,,2,2024-09-01 08:17:34,পুলিশ ক্লিয়ারেন্স সত্যায়নের জন্য আবেদন,,Application for police clearance attestation,0,,2022-10-09 00:00:00,2022-06-16 00:05:44
1701,,2,2024-12-22 16:14:55,বীমা ও বাণিজ্যিক সনদপত্র সত্যায়নের আবেদন,,Application for attestation of insurance and commercial certificates,0,,2022-10-09 00:00:00,2022-06-16 00:04:04
1704,,2,2024-12-22 16:15:13,ব্যাংক বিবরণী/সনদপত্র সত্যায়নের জন্য আবেদন,,Application for attestation of bank statement / certificate,0,,2022-10-09 00:00:00,2022-06-16 00:06:27
1705,https://workflow.mygov.bd/,2,2024-08-13 06:11:19,আম মোক্তারনামা সত্যায়নের জন্য আবেদন (পররাষ্ট্র মন্ত্রণালয়),,Application for attestation of power of attorney,1,,2022-10-09 00:00:00,2022-06-15 23:43:41
1708,,2,2024-03-04 06:27:10,অনূদিত সনদ সত্যায়নের জন্য আবেদন,,Application for attestation of translated certificate,0,,2022-10-09 00:00:00,2022-06-15 23:52:04
1710,,2,2024-03-04 06:27:56,মেডিকেল সার্টিফিকেট সত্যায়নের জন্য আবেদন,,Application for attestation of medical certificate,0,,2022-10-09 00:00:00,2022-06-15 23:53:06
1711,,2,2024-03-04 06:13:55,সাধারণ ডায়েরী সত্যায়নের জন্য আবেদন,,Application for general diary attestation,0,,2022-10-09 00:00:00,2022-06-16 00:13:12
1712,,2,2024-08-09 17:42:26,টর্নেডো সংক্রান্ত তথ্য প্রাপ্তির আবেদন,,Request for information regarding tornadoes,0,,2022-10-09 00:00:00,2022-06-28 22:21:42
1713,,2,2023-01-24 09:16:32,অ্যাকোয়াকালচার সংক্রান্ত তথ্য প্রাপ্তির আবেদন,,Application for information on aquaculture,0,,2022-10-09 00:00:00,2021-12-30 21:13:04
1715,,2,2024-03-04 06:31:19,ড্রাইভিং লাইসেন্স সত্যায়নের জন্য আবেদন,,Application for attestation of driving license,0,,2022-10-09 00:00:00,2022-06-16 00:14:29
1716,,2,2023-01-24 09:17:17,শিক্ষামূলক বৃত্তির আবেদন (বাংলাদেশ সশস্ত্র বাহিনী বোর্ড),,Educational Scholarship Application (Bangladesh Armed Services Board),0,,2022-10-09 00:00:00,2021-12-30 21:21:48
1717,,2,2023-01-24 09:18:26,চক্ষু চিকিৎসার আবেদন পত্র (বাংলাদেশ সশস্ত্র বাহিনী বোর্ড),,Eye treatment application form (Bangladesh Armed Services Board),0,,2022-10-09 00:00:00,2021-11-24 23:28:29
1719,,2,2024-03-04 06:15:12,পাসপোর্ট কপি সত্যায়নের জন্য আবেদন,,Application for attestation of passport copy ,0,,2022-10-09 00:00:00,2022-06-16 00:15:35
1722,,2,2024-12-22 16:15:46,সম্পত্তির হিসাব সত্যায়নের আবেদন,,"Application for attestation of property account, monthly / annual income account",0,,2022-10-09 00:00:00,2022-06-16 00:16:53
1724,,2,2024-03-04 06:27:33,বিনিয়োগ সংক্রান্ত দলিল সত্যায়নের জন্য আবেদন,,Application for attestation of investment documents,0,,2022-10-09 00:00:00,2022-06-16 00:17:51
1725,,2,2023-01-24 09:19:08,বিদেশে চিকিৎসার আবেদনপত্র (বাংলাদেশ সশস্ত্র বাহিনী বোর্ড),,Application for medical treatment abroad,0,,2022-10-09 00:00:00,
1726,,2,2023-01-24 09:20:23,বয়োজ্যেষ্ঠ ভাতা প্রাপ্তির আবেদনপত্র (বাংলাদেশ সশস্ত্র বাহিনী বোর্ড),,Application for Senior Allowance (Bangladesh Armed Services Board),0,,2022-10-09 00:00:00,
1729,,2,2024-03-04 06:36:09,হজ ওমরা সনদপত্র সত্যায়নের জন্য আবেদন,,Attestation of Hajj Umrah certificate,0,,2022-10-09 00:00:00,2022-06-16 00:19:05
